EventId,Mean,STDDEVI,STDDEVC,EXPVAL,RATE
2870102,3546105.08001796,2764524.47226264,1927696.13661488,266472552.4364,0.000148569951720577
2870105,4277.98345981969,13427.1654653776,6416.97518972953,72079611,2.56786585308067E-05
2870106,103835.944417691,115845.263874476,155746.245850321,551912205,4.65297466231786E-05
2870108,83968.1679352853,144726.837256516,125911.300722788,234220581,3.69597752976161E-06
2870109,167901.1216034,263982.286605905,249835.413840016,324668583,6.35341513809006E-06
2870110,130833.422751392,247147.775654334,192306.829148494,198201873,5.76474499351091E-05
2870111,62054.3796697799,106732.632356398,93081.1618992972,234220581,1.01648251009727E-05
2870113,3645655.9280743,2878844.84371252,2268992.54120976,290412420.4189,2.96618489589745E-06
2870116,45493.1032119552,71474.7670158331,68231.0366364146,306527100,1.55147492064497E-05
2870117,883067.665484925,452298.870388604,1323713.51777559,2789604198,2.5734591443466E-06
2870118,1354673.51583722,1481475.04169047,1306361.04767967,459513476.0373,3.03135346691091E-06
2870119,6585861.67968671,3866321.78363765,3275125.961167,385809160.97,3.53060059632218E-06
2870120,35685.9535160312,69181.0115401829,53501.3789926179,198201873,5.42407845979043E-06
2870121,11590.9738591693,35609.8620711316,17386.460788754,81598829.896,7.97828891570822E-06
2870122,40749.9883573358,70706.4204922936,61124.9825360036,234220581,8.99386285196482E-07
2870123,372849.064242346,615202.738372693,441938.137425818,235766500.4085,1.80729790918868E-06
